type sample_L2
pb 45000.0
clip_bound 20.0
log_path log/Alexnet/sample_L2/True/0
train_data data
test_data data
batch_size 64
test_batch_size 64
lr 0.0002
momentum 0.5
no_cuda False
seed 1
log_interval 1
privacy_delta 1e-06
sample_num 500
islog True
is_ratio_list True
num_clients 2
num_rounds 10
epochs 1
ratio_type 0
按照权重分配eps
权重越大,eps越大,噪声越小
device cuda
loading data
load data done
AlexNet(
  (conv1): Sequential(
    (0): Conv2d(3, 96, kernel_size=(6, 6), stride=(1, 1))
    (1): ReLU()
  )
  (conv2): Sequential(
    (0): Conv2d(96, 256, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=3, stride=2, padding=0, dilation=1, ceil_mode=False)
  )
  (conv3): Sequential(
    (0): Conv2d(256, 384, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (1): ReLU()
  )
  (conv4): Sequential(
    (0): Conv2d(384, 384, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (1): ReLU()
  )
  (conv5): Sequential(
    (0): Conv2d(384, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=3, stride=2, padding=0, dilation=1, ceil_mode=False)
  )
  (dense): Sequential(
    (0): Linear(in_features=9216, out_features=4096, bias=True)
    (1): ReLU()
    (2): Dropout(p=0.5, inplace=False)
    (3): Linear(in_features=4096, out_features=4096, bias=True)
    (4): ReLU()
    (5): Dropout(p=0.5, inplace=False)
    (6): Linear(in_features=4096, out_features=10, bias=True)
  )
)
********start training********
start_round_time 2021-07-03 18:40:51
******client id  0 ******
client_update start
2021-07-03 18:40:53  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 10 ,loss= 2.288969039916992
2021-07-03 18:40:55  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 20 ,loss= 2.1917338371276855
2021-07-03 18:40:57  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 30 ,loss= 2.005162000656128
2021-07-03 18:40:59  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 40 ,loss= 2.1953306198120117
2021-07-03 18:41:01  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 50 ,loss= 2.0685293674468994
2021-07-03 18:41:03  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 60 ,loss= 2.1528172492980957
2021-07-03 18:41:04  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 70 ,loss= 2.0790743827819824
2021-07-03 18:41:06  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 80 ,loss= 2.0681936740875244
2021-07-03 18:41:08  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 90 ,loss= 1.809162974357605
2021-07-03 18:41:10  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 100 ,loss= 1.7679717540740967
2021-07-03 18:41:12  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 110 ,loss= 1.900684118270874
2021-07-03 18:41:14  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 120 ,loss= 1.8825478553771973
2021-07-03 18:41:16  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 130 ,loss= 1.7642529010772705
2021-07-03 18:41:18  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 140 ,loss= 1.7443946599960327
2021-07-03 18:41:19  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 150 ,loss= 1.7878891229629517
2021-07-03 18:41:21  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 160 ,loss= 1.828599452972412
2021-07-03 18:41:23  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 170 ,loss= 1.8213828802108765
2021-07-03 18:41:25  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 180 ,loss= 1.7362034320831299
2021-07-03 18:41:27  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 190 ,loss= 1.5652177333831787
2021-07-03 18:41:29  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 200 ,loss= 1.6994106769561768
2021-07-03 18:41:31  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 210 ,loss= 1.567134141921997
2021-07-03 18:41:32  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 220 ,loss= 1.6063868999481201
2021-07-03 18:41:34  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 230 ,loss= 1.5268921852111816
2021-07-03 18:41:36  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 240 ,loss= 1.5956389904022217
2021-07-03 18:41:38  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 250 ,loss= 1.5945544242858887
2021-07-03 18:41:40  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 260 ,loss= 1.4900661706924438
2021-07-03 18:41:42  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 270 ,loss= 1.537742018699646
2021-07-03 18:41:44  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 280 ,loss= 1.7353333234786987
2021-07-03 18:41:45  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 290 ,loss= 1.5450648069381714
2021-07-03 18:41:47  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 300 ,loss= 1.5509518384933472
2021-07-03 18:41:49  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 310 ,loss= 1.4689830541610718
2021-07-03 18:41:51  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 320 ,loss= 1.4644224643707275
2021-07-03 18:41:53  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 330 ,loss= 1.4113268852233887
2021-07-03 18:41:55  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 340 ,loss= 1.4490034580230713
2021-07-03 18:41:57  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 350 ,loss= 1.3956654071807861
2021-07-03 18:41:59  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 360 ,loss= 1.60085129737854
2021-07-03 18:42:00  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 370 ,loss= 1.311523675918579
2021-07-03 18:42:02  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 380 ,loss= 1.3301334381103516
2021-07-03 18:42:04  client id= 0 ,round= 1 ,epoch= 1 ,client update iteration= 390 ,loss= 1.457999587059021
******client id  1 ******
client_update start
2021-07-03 18:42:06  client id= 1 ,round= 1 ,epoch= 1 ,client update iteration= 10 ,loss= 2.263878583908081
2021-07-03 18:42:08  client id= 1 ,round= 1 ,epoch= 1 ,client update iteration= 20 ,loss= 2.1517996788024902
2021-07-03 18:42:10  client id= 1 ,round= 1 ,epoch= 1 ,client update iteration= 30 ,loss= 2.164396047592163
2021-07-03 18:42:12  client id= 1 ,round= 1 ,epoch= 1 ,client update iteration= 40 ,loss= 2.0825133323669434
2021-07-03 18:42:14  client id= 1 ,round= 1 ,epoch= 1 ,client update iteration= 50 ,loss= 2.064269781112671
2021-07-03 18:42:15  client id= 1 ,round= 1 ,epoch= 1 ,client update iteration= 60 ,loss= 1.8778495788574219
2021-07-03 18:42:17  client id= 1 ,round= 1 ,epoch= 1 ,client update iteration= 70 ,loss= 1.6794843673706055
2021-07-03 18:42:19  client id= 1 ,round= 1 ,epoch= 1 ,client update iteration= 80 ,loss= 1.876744031906128
2021-07-03 18:42:21  client id= 1 ,round= 1 ,epoch= 1 ,client update iteration= 90 ,loss= 1.739660382270813
2021-07-03 18:42:23  client id= 1 ,round= 1 ,epoch= 1 ,client update iteration= 100 ,loss= 1.7910844087600708
2021-07-03 18:42:25  client id= 1 ,round= 1 ,epoch= 1 ,client update iteration= 110 ,loss= 1.640562653541565
2021-07-03 18:42:27  client id= 1 ,round= 1 ,epoch= 1 ,client update iteration= 120 ,loss= 1.7485342025756836
2021-07-03 18:42:29  client id= 1 ,round= 1 ,epoch= 1 ,client update iteration= 130 ,loss= 1.838389277458191
2021-07-03 18:42:30  client id= 1 ,round= 1 ,epoch= 1 ,client update iteration= 140 ,loss= 1.901953935623169
2021-07-03 18:42:32  client id= 1 ,round= 1 ,epoch= 1 ,client update iteration= 150 ,loss= 1.9832292795181274
2021-07-03 18:42:34  client id= 1 ,round= 1 ,epoch= 1 ,client update iteration= 160 ,loss= 1.7164192199707031
2021-07-03 18:42:36  client id= 1 ,round= 1 ,epoch= 1 ,client update iteration= 170 ,loss= 1.6985188722610474
2021-07-03 18:42:38  client id= 1 ,round= 1 ,epoch= 1 ,client update iteration= 180 ,loss= 1.540802001953125
2021-07-03 18:42:40  client id= 1 ,round= 1 ,epoch= 1 ,client update iteration= 190 ,loss= 1.7184667587280273
2021-07-03 18:42:42  client id= 1 ,round= 1 ,epoch= 1 ,client update iteration= 200 ,loss= 1.6353702545166016
